Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX350 ,"1,500,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
FORD EDGE ,"1,300,000",Ford,Edge,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
VOLKSWAGEN PASSAT ,"1,000,000",Volkswagen,Passat,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu COROLLA ,"1,300,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX330 ,"1,200,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY RED COLOR 2010,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
MERCEDES-BENZ ,"1,500,000",Mercedes,ML -class AMG,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu TUNDRA ,"1,500,000",ToyKisumu,Tundra,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu COROLLA ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
2010 Model ToyKisumu Sienna for sell. ,"1,400,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,145258
TOYKisumu CAMRY ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu AVENZA ,"1,500,000",ToyKisumu,Avanza,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu SIENNA ,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
2008 Model Lexus rx 350 for sell. ,"1,200,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,145254
Lexus RX 350 2015,"8,500,000",Lexus,RX,2015,Kenyan Used,Automatic,,Petrol,,Machakos,29569
Clean ToyKisumu Sienna Xle 2004,"1,300,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Sharp ToyKisumu Sienna XLE 2002,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Neat ToyKisumu Corolla Verso 2003,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Very Clean  Honda Accord EOD 04,"1,000,000",Honda,Accord,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Very Clean  Honda Accord EOD 04,"1,000,000",Honda,Accord,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Clean Lexus Rx 330 2005 Model ,"1,850,000",Lexus,RX,2003,Kenyan Used,Automatic,,Petrol,,Thika,13200
Sharp ToyKisumu Matrix XR 2007 For Sale,"1,000,000",ToyKisumu,Matrix,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
2005 ToyKisumu camry for sale,"1,300,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Thika,12000
2005 Lexus 330 for sell.,"1,100,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,145254
Sharp Lexus RX 330 2004,"1,400,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Sharp Tokunbo LEXUS ES350 2010 ,"1,350,000",Lexus,ES,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
Tokunbo ToyKisumu Camry 2007 Xle ,"1,450,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,120000
2008 Tokunbo ToyKisumu Camry ,"1,350,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,6321
ToyKisumu Camry ,"2,500,000",ToyKisumu,Camry,2008,Kenyan Used,Automatic,,Petrol,,Eldoret,245100
TOYKisumu AVENSIS ,"1,500,000",ToyKisumu,Avensis,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu AVANZA ,"1,000,000",ToyKisumu,Avanza,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu SIENNA ,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX350 ,"1,400,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu Matrix ,"1,000,000",ToyKisumu,Matrix,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu HIACE ,"1,000,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
Mercedes-benz ,"1,000,000",Mercedes,E -class,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
2009 Lexus es350,"1,400,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Meru,3000
2006 toyKisumu camry,"1,300,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Meru,3000
TOYKisumu CAMRY ,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
2007 Model ToyKisumu corolla for sell. ,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,125412
LEXUS RX330 ,"1,200,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu AVALON ,"1,300,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu HIACE ,"1,000,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu COROLLA ,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ACURA MDX ,"1,300,000",Acura,MDX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS ES 330 ,"1,000,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu PICNIC ,"1,000,000",ToyKisumu,Picnic,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu SIENNA ,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX300 ,"1,000,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS RX350 ,"1,500,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu COROLLA ,"1,300,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,2000
TOYKisumu SIENNA ,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
LEXUS ES 350 ,"1,400,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY ,"1,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
TOYKisumu CAMRY ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ToyKisumu,"1,000,000",ToyKisumu,Tundra,2003,Kenyan Used,Automatic,,Petrol,,Nakuru,254000
ToyKisumu,"1,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,5000
Clean ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2004,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
2007 Model ToyKisumu Camry for sell. ,"1,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,145254
Clean ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2004,Kenyan Used,Automatic,,Petrol,,Mombasa,123456
ToyKisumu,"1,000,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Nairobi,47510
ToyKisumu Corolla for sale at affordable price,"2,500,000",ToyKisumu,Corolla,2006,Kenyan Used,Automatic,,Petrol,,Kisumu,5000
ToyKisumu corolla 2005 Model,"1,150,000",ToyKisumu,Supra,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,5000
ToyKisumu Camry for sale,"2,500,000",ToyKisumu,Camry,2005,Kenyan Used,Automatic,,Petrol,,Thika,5000
2010 Model Lexus RX 350 for sell.,"1,400,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,125478
2010 Model ToyKisumu venza for sell. ,"1,400,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,148523
2010 Model ToyKisumu avensis for sell. ,"1,400,000",ToyKisumu,Avensis,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,125472
2010 Model ToyKisumu Avalon for sell. ,"1,400,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,124521
2010 Model ToyKisumu corolla for sell. ,"1,400,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,123654
2010 Model ToyKisumu Camry for sell. ,"1,400,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,124521
2008 Model ToyKisumu avensis for sell. ,"1,200,000",ToyKisumu,Avensis,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,142541
2008 Model ToyKisumu Avalon for sell. ,"1,200,000",ToyKisumu,Avalon,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,125412
2008 Model ToyKisumu corolla for sell. ,"1,200,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,147852
2008 Model ToyKisumu Camry for sell. ,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,145254
ToyKisumu Corolla,"1,350,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,100100
CLEAN TOYKisumu COROLLA ,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,180
ToyKisumu RAV 4 For Sale,"1,300,000",ToyKisumu,RAV4,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,1400
ToyKisumu Corolla For Sale At Affordable Price,"1,200,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Naivasha,1300
ToyKisumu Camry For Sale At Affordable Price,"1,250,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Mombasa,1200
Lexus ES 350 For Sale At Affordable Price,"1,200,000",Lexus,ES,2002,Kenyan Used,Automatic,,Petrol,,Thika,1100
ToyKisumu Corolla For sale at Affordable Price,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,1000
TOYKisumu COROLLA 2005 Model,"1,150,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,541235
foreign used ToyKisumu sienna for sale,"1,500,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Meru,5000
ToyKisumu Corolla s for sale,"1,500,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,5000
clean ToyKisumu Corolla for sale at affordable price 2002,"1,900,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Meru,5000
ToyKisumu Highlander ,"4,500,000",ToyKisumu,Highlander,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,100
ToyKisumu Corolla S 2002,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,18476
very clean ToyKisumu corolla ,"1,100,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Meru,123456
2008 ToyKisumu matrix ,"1,000,000",ToyKisumu,Matrix,2002,Kenyan Used,Automatic,,Petrol,,Meru,2360
2008 ToyKisumu Highlander ,"5,800,000",ToyKisumu,Highlander,2008,Kenyan Used,Automatic,,Petrol,,Eldoret,100
2008 ToyKisumu camry very neat ,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nairobi,123456
ToyKisumu camry very neat ,"1,000,000",ToyKisumu,Camry,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
Mercedes Benz C300,"3,500,000",Mercedes,C -class,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,108
2010 ToyKisumu venza is full of options buy and drive ,"3,500,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Thika,1000
2010 ToyKisumu Camry is full of options buy and drive ,"1,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Thika,1000
Mercedes Benz G63,"8,500,000",Mercedes,G -class,2007,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
Mercedes Benz class 300,"3,000,000",Mercedes,C -class,2007,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
Mercedes Benz G63,"7,800,000",Mercedes,B-class,2009,Kenyan Used,Automatic,,Petrol,,Eldoret,105
ToyKisumu Corolla ,"3,200,000",ToyKisumu,Corolla,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,100
ToyKisumu Corolla ,"3,000,000",ToyKisumu,Corolla,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ToyKisumu Corolla ,"2,650,000",ToyKisumu,Corolla,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ToyKisumu Camry muscles ,"2,900,000",ToyKisumu,Camry,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,1000
ToyKisumu Camry muscles ,"2,850,000",ToyKisumu,Camry,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,100
ToyKisumu Camry muscles ,"2,900,000",ToyKisumu,Camry,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,100
2005 toyKisumu corolla,"1,000,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,3000
ToyKisumu venza for sale,"1,750,000",ToyKisumu,Venza,2001,Kenyan Used,Automatic,,Petrol,,Mombasa,99
ToyKisumu Camry for sale,"1,400,000",ToyKisumu,Camry,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,75
ToyKisumu Corolla for sale,"1,200,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Kisumu,55
ToyKisumu matrix for sale,"1,210,000",ToyKisumu,Matrix,2001,Kenyan Used,Automatic,,Petrol,,Mombasa,68
ToyKisumu matrix for sale,"1,330,000",ToyKisumu,Matrix,2001,Kenyan Used,Automatic,,Petrol,,Mombasa,96
ToyKisumu Corolla for sale,"1,200,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,96
ToyKisumu Matrix 06 For Sale,"2,650,000",ToyKisumu,Matrix,2006,Kenyan Used,Automatic,,Petrol,,Eldoret,26853
ToyKisumu Corolla S 2003 ,"1,750,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12476
2002 ToyKisumu Corolla CE,"1,050,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,44531
2014 Range Rover Sport RRS,"26,550,000",Land rover,Range Rover,2014,Kenyan Used,Automatic,,Petrol,,Eldoret,66551
ToyKisumu Corolla S Gray,"1,000,000",ToyKisumu,Corolla,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,63250
ToyKisumu sienna ,"1,100,000",ToyKisumu,Sienna,2003,Kenyan Used,Automatic,,Petrol,,Mombasa,277449
ToyKisumu sienna ,"1,200,000",ToyKisumu,Sienna,2003,Kenyan Used,Automatic,,Petrol,,Thika,486380
2010 ToyKisumu Camry LE,"1,500,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12100
2015 ToyKisumu Corolla,"2,000,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12500
2012 ToyKisumu Camry XLE,"1,700,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12400
2010/2011 ToyKisumu Venza,"1,600,000",ToyKisumu,Venza,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12000
2010 ToyKisumu Corolla,"1,500,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12000
2008 ToyKisumu Camry LE,"1,200,000",ToyKisumu,Camry,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,12500
2007 ToyKisumu Camry le,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,12154
ToyKisumu Sienna ,"1,200,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2006 Honda Accord ,"1,200,000",Honda,Accord,2001,Kenyan Used,Automatic,,Petrol,,Kisumu,181422
2005 Honda Accord ,"1,000,000",Honda,Accord,2001,Kenyan Used,Automatic,,Petrol,,Thika,132152
2006 red Honda Accord ,"1,200,000",Honda,Accord,2001,Kenyan Used,Automatic,,Petrol,,Nairobi,87540
2006 Honda Accord Blue ,"1,200,000",Honda,Accord,2001,Kenyan Used,Automatic,,Petrol,,Thika,142574
2006 ToyKisumu Avalon ,"1,100,000",ToyKisumu,Avalon,2001,Kenyan Used,Automatic,,Petrol,,Thika,190214
2008 TOYKisumu TOKUNBO CAMRY ,"1,200,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,180
2004 ToyKisumu matrix for sale ,"1,200,000",ToyKisumu,Matrix,2003,Kenyan Used,Automatic,,Petrol,,Nakuru,12347
2008 toyKisumu camry,"1,650,000",ToyKisumu,Carina,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,3000
2005 ToyKisumu corolla for sale ,"1,250,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Nakuru,123480
2008 ToyKisumu Camry for sale ,"1,400,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Nakuru,123450
2008 toyKisumu camry,"1,000,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Mombasa,3000
very clean LEXUS RX350 ,"2,500,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
LEXUS RX350 ,"2,500,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Thika,123456
ToyKisumu hiace bus ,"1,600,000",ToyKisumu,Hiace,2002,Kenyan Used,Automatic,,Petrol,,Meru,123456
2004 ToyKisumu Camry ,"1,100,000",ToyKisumu,Camry,2001,Kenyan Used,Automatic,,Petrol,,Thika,145212
ToyKisumu,"3,200,000",ToyKisumu,Camry,2010,Kenyan Used,Automatic,,Petrol,,Mombasa,10000
2004 ToyKisumu Camry ,"1,100,000",ToyKisumu,Camry,2001,Kenyan Used,Automatic,,Petrol,,Thika,142132
ToyKisumu,"3,400,000",ToyKisumu,Camry,2010,Kenyan Used,Automatic,,Petrol,,Mombasa,10000
2010 ToyKisumu venza,"1,400,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,3000
2010 ToyKisumu venza,"1,400,000",ToyKisumu,Venza,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,3000
TOYKisumu SIENNA FOR SALE ,"1,300,000",ToyKisumu,Sienna,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
TOYKisumu CAMRY FOR SALE,"1,500,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
TOYKisumu COROLLA FOR SALE ,"1,300,000",ToyKisumu,Corolla,2001,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
CLEAN LEXUS RX350,"1,400,000",Lexus,RX,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
CLEAN TOYKisumu COROLLA ,"1,400,000",ToyKisumu,Corolla,2003,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
CLEAN TOYKisumu SIENNA ,"1,000,000",ToyKisumu,Sienna,2002,Kenyan Used,Automatic,,Petrol,,Eldoret,123456
2010 Model ToyKisumu Camry for sell. ,"2,100,000",ToyKisumu,Camry,2002,Kenyan Used,Automatic,,Petrol,,Kisumu,145258
Mercedes,"8,900,000",Mercedes,CL -class,2014,Kenyan Used,Automatic,,Petrol,,Mombasa,15000
ToyKisumu,"3,350,000",ToyKisumu,Highlander,2008,Foreign,Automatic,,Petrol,,Mombasa,1000
2008 ToyKisumu Sienna ,"1,100,000",ToyKisumu,RAV4,2001,Foreign,Automatic,,Petrol,,Kisumu,132840
Lexus,"1,600,000",Venucia,E30,2004,Foreign,Automatic,,Petrol,,Mombasa,1000
2008 Lexus Rx350,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Thika,174212
2017 ToyKisumu Highlander Limited for sale,"2,200,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,2680
Lexus Rx350 2011 For sale,"1,750,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,821
Lexus,"3,100,000",Lexus,ES,2007,Foreign,Automatic,,Petrol,,Mombasa,1669
ToyKisumu Corolla sport 2010 For sale,"1,550,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Thika,875
ToyKisumu camry 2.2 full option 2002 For sale,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,200
Lexus es350 2012 For sale,"1,300,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Eldoret,1000
Lexus es350 2012 For sale,"1,200,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Nairobi,5780
Lexus ES 350,"1,600,000",Lexus,ES,2003,Foreign,Automatic,,Petrol,,Thika,963211
2008 Lexus rx350 blue colour ,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Eldoret,88215
2001 Honda Accord ,"1,000,000",Honda,Accord,2001,Foreign,Automatic,,Petrol,,Meru,176457
2004 Honda Accord ,"1,000,000",Honda,Accord,2001,Foreign,Automatic,,Petrol,,Thika,221911
2009 nissan murano ,"1,200,000",Nissan,Murano,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
2013 ToyKisumu camry,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
Mercedes,"12,000,000",Mercedes,GLK -class,2015,Foreign,Automatic,,Petrol,,Kisumu,3000
2011 ToyKisumu RAV4,"2,300,000",ToyKisumu,RAV4,2003,Foreign,Automatic,,Petrol,,Eldoret,10000
2004 ToyKisumu Camry ,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,22590
2004 ToyKisumu Camry ,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,122646
2004 ToyKisumu Camry ,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,202459
2004 ToyKisumu Camry ,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,132647
2004 ToyKisumu Camry ,"1,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,198770
2005 ToyKisumu Sienna Very Neat,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Diesel,,Eldoret,385241
2011 ToyKisumu Sienna Very Neat,"1,200,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,64000
2011 ToyKisumu Sienna Very Neat,"1,250,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,635241
2011 ToyKisumu Sienna Very Neat,"1,300,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,183514
Clean 2008 ToyKisumu Camry ,"1,350,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Naivasha,199551
Clean 2008 ToyKisumu Camry ,"1,350,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,155214
Neat and Clean 2008 ToyKisumu Camry ,"1,350,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,136820
2005 ToyKisumu sienna,"1,200,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Eldoret,3000
Clean 2004 ToyKisumu Corolla spot,"1,100,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Meru,200630
Neat and Clean 2004 ToyKisumu Corolla ,"1,100,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,158725
2011 toyKisumu corolla,"1,400,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
Clean 2004 ToyKisumu Sienna ,"1,250,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Machakos,185729
Newly arrived ToyKisumu Camry sport 2010,"1,650,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Thika,17100
ToyKisumu camry,"2,700,000",ToyKisumu,Camry,2016,Foreign,Automatic,,Petrol,,Mombasa,10092
Direct clean ToyKisumu Camry sport 2014,"2,550,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Kisumu,12100
Super clean direct toks ToyKisumu Camry XLE 2008,"1,560,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,12000
Just landed direct clean Lexus Rx350 2011,"2,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Nairobi,17100
Very neat Lexus GS300 2005 Model,"1,850,000",Lexus,GX,2002,Foreign,Automatic,,Petrol,,Eldoret,12100
tokumbor Mercedes Benz C300 2008 Model for sale,"1,000,000",Mercedes,C -class,2002,Foreign,Automatic,,Petrol,,Nairobi,523642
very clean foreign used toyKisumu venza 2015 Model for sale,"1,250,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Nairobi,523145
direct tokumbor toyKisumu venza 2014 Model,"1,500,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,563214
brand new toyKisumu hilux 2018 Model for sale,"2,550,000",ToyKisumu,Hilux,2002,Foreign,Automatic,,Petrol,,Nairobi,253641
brand new 2014 4x4 toyKisumu hilux for sale,"2,000,000",ToyKisumu,Hilux,2002,Foreign,Automatic,,Petrol,,Eldoret,564321
CLEAN TOYKisumu CAMRY XLE FOR SALE,"1,600,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,63
direct tokumbor 2014 Honda civic for sale,"1,000,000",Honda,Civic,2002,Foreign,Automatic,,Petrol,,Eldoret,546312
very clean 2013 Honda Civic for sale,"1,000,000",Honda,Civic,2002,Foreign,Automatic,,Petrol,,Kisumu,532412
 2005 Model Nissan for sale,"1,000,000",Nissan,180 SX,2002,Foreign,Automatic,,Petrol,,Kisumu,458723
clean and sound Nissan primera for sale ,"1,100,000",Nissan,Primera,2002,Foreign,Automatic,,Petrol,,Thika,4532
ToyKisumu Sienna for sale ,"1,400,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Thika,47523
ToyKisumu Sienna for sale ,"1,400,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Thika,47523
